"","id","batch","duration_in_seconds_sc","duration_in_seconds_b","prac2_1_sc","arctic2_1_sc","temp2_1_sc","ozone2_1_sc","air_qual2_1_sc","dia_tho2_1_sc","quake2_1_sc","co22_1_sc","ice_sheets2_1_sc","act10c2_1_sc","share_freq2_1_sc","news1_1_sc","news1_2_sc","news1_3_sc","news1_4_sc","news1_5_sc","news1_6_sc","news1_7_sc","news1_8_sc","news1_9_sc","news1_10_sc","news1_11_sc","news1_12_sc","act1b_sc","act1c_sc","act2b_sc","act2c_sc","act3b_sc","act3c_sc","act4b_sc","act4c_sc","act5b_sc","act5c_sc","act6b_sc","act6c_sc","act7b_sc","act7c_sc","act8b_sc","act8c_sc","act_scib_sc","act_scic_sc","act10b_sc","act10c_sc","act10c1_4_sc","act10c1_2_sc","act10c1_5_sc","act10c1_3_sc","act10c1_1_sc","act10c1_6_sc","act10c1_6_text_sc","act10c2_4_sc","act10c2_2_sc","act10c2_5_sc","act10c2_3_sc","act10c2_6_sc","act10c2_6_text_sc","books_8_sc","books_11_sc","books_10_sc","books_7_sc","books_1_sc","books_3_sc","books_5_sc","books_6_sc","books_9_sc","books_4_sc","books_2_sc","convo_1_sc","convo_2_sc","convo_3_sc","convo_4_sc","convo_5_sc","convo_6_sc","convo_7_sc","convo_8_sc","convo_9_sc","convo_10_sc","convo_11_sc","share_freq1_sc","share_freq2_11_sc","share_freq2_2_sc","share_freq2_3_sc","share_freq2_4_sc","share_freq2_5_sc","share_freq2_6_sc","share_freq2_7_sc","share_freq2_8_sc","share_freq2_9_sc","share_freq2_10_sc","read_article_sc","topic_interest_1_sc","topic_interest_2_sc","topic_interest_3_sc","topic_interest_4_sc","topic_interest_5_sc","topic_interest_6_sc","topic_interest_7_sc","topic_interest_8_sc","topic_interest_9_sc","prac1_1_sc","arctic1_1_sc","temp1_1_sc","ozone1_1_sc","air_qual1_1_sc","dia_tho1_1_sc","quake1_1_sc","co21_1_sc","ice_sheets1_1_sc","prac_time_page_submit_sc","arctic_time_page_submit_sc","temp_time_page_submit_sc","ozone_time_page_submit_sc","air_qual_time_page_submit_sc","dia_tho_time_page_submit_sc","quake_time_page_submit_sc","co2time_page_submit_sc","ice_sheets_time_page_submit_sc","rav_training_b","ravens_rt_first_click_b","ravens_rt_last_click_b","ravens_rt_page_submit_b","ravens_rt_click_count_b","ravens1_b","ravens2_b","ravens3_b","ravens4_b","ravens5_b","ravens6_b","ravens7_b","ravens8_b","ravens9_b","ravens10_b","rav_conf_b","rav_place_1_b","cc_risk_sc","ccr1_b","ccr2_b","ccr3_b","ccr4_b","ccr5_b","ccr6_b","dem_age_b","dem_gender_1_b","dem_gender_2_b","dem_gender_5_b","dem_gender_3_b","dem_gender_4_b","dem_gender_3_text_b","dem_race_1_b","dem_race_2_b","dem_race_3_b","dem_race_4_b","dem_race_5_b","dem_race_6_b","dem_race_7_b","dem_race_8_b","dem_race_9_b","dem_race_8_text_b","dem_lang_b","dem_ed_b","dem_zip_b","dem_h_hnum_b","dem_inc_b","dem_annes_id_b","dem_annes_id2_b","dem_annes_party_b","dem_annes_party_4_text_b","dem_annes_party_str_b","dem_annes_party_lean_b","dem_cheat_8_b","dem_cheat_10_b","dem_cheat_11_b","dem_cheat_9_b","dem_conf_b","dem_meta_info_browser_b","dem_meta_info_version_b","dem_meta_info_operating_system_b","dem_meta_info_resolution_b","start_date_sc","start_date_b","end_date_sc","end_date_b","finished_sc","finished_b","consent1_sc","consent_b","consent_t_first_click_b","consent_t_last_click_b","consent_t_page_submit_b","consent_t_click_count_b","open1_sc","open2_sc","fl_21_do_fl_83_sc","fl_21_do_fl_84_sc","fl_21_do_fl_85_sc","fl_21_do_fl_93_sc","fl_29_do_mr2temp_sc","fl_29_do_mr3ozone_sc","fl_29_do_mr4air_qual_sc","fl_29_do_mr5dia_tho_sc","fl_29_do_mr6quake_sc","fl_29_do_mr7co2_sc","fl_29_do_mr8ice_sheets_sc","fl_39_do_mr1arctic_sc","fl_39_do_mr3ozone_sc","fl_39_do_mr4air_qual_sc","fl_39_do_mr5dia_tho_sc","fl_39_do_mr6quake_sc","fl_39_do_mr7co2_sc","fl_39_do_mr8ice_sheets_sc","fl_47_do_mr1arctic_sc","fl_47_do_mr2temp_sc","fl_47_do_mr4air_qual_sc","fl_47_do_mr5dia_tho_sc","fl_47_do_mr6quake_sc","fl_47_do_mr7co2_sc","fl_47_do_mr8ice_sheets_sc","fl_95_do_mr1arctic_sc","fl_95_do_mr2temp_sc","fl_95_do_mr3ozone_sc","fl_95_do_mr5dia_tho_sc","fl_95_do_mr6quake_sc","fl_95_do_mr7co2_sc","fl_95_do_mr8ice_sheets_sc","duration_z","duration_ex","conservatism","ideology_lean","ideology_lean2","conservatism_f","con","party","party_str","party_lean","batchcon","gender_b","race_b","sc_likert","sc_books","sc_lecture","sc_scimu","sc_scimu_c19","sc_read","sc_share_yn","sc_share_tech_na","sc_share_tech","sc_share_sci_na","sc_share_sci","sc_score1","sc_score2a","sc_score2b","sc_scored","sc_scoredz","rav1_0","rav2_0","rav3_0","rav4_0","rav5_0","rav6_0","rav7_0","rav8_0","rav9_0","rav10_0","rav_scored","rav_scoredz","arctic20","arctic20_z","temp20","temp20_z","ozone20","ozone20_z","airqual20","airqual20_z","diatho20","diatho20_z","co220","co220_z","icesheets20","icesheets20_z","quake20","arctic20_eb","arctic20_eb_z","temp20_eb","temp20_eb_z","ozone20_eb","ozone20_eb_z","airqual20_eb","airqual20_eb_z","diatho20_eb","diatho20_eb_z","co220_eb","co220_eb_z","icesheets20_eb","icesheets20_eb_z","quake20_eb","arctic20_yn","temp20_yn","ozone20_yn","airqual20_yn","diatho20_yn","co220_yn","icesheets20_yn","quake20_yn","n_plot_score","n_plot_score_z","nq_plot_score","nq_plot_score_z","bad_plot_score","bad_plot_score_q","attn_check","attn_check_12"
"438","A2VGFS03KCCR1Q","con1",575,996,6,3,6,4,2,4,4,7,1,NA,8,1,3,3,1,1,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,2,2,1,3,2,4,2,2,1,1,7,9,10,NA,3,2,6,1,4,5,13,2,4,3,1,2,1,1,2,2,5,3,5,4,3,4,4,6,2,34.549,21.941,18.101,14.843,32.941,16.601,9.065,16.588,20.776,4,9.694,175.878,180.131,12,1,1,1,1,1,0,0,0,1,0,4,27,7,5,6,3,4,6,3,31,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,28655,0,2,4,2,3,"",NA,2,NA,NA,NA,1,"","Chrome","92.0.4515.131","Windows NT 10.0","1600x900","7/14/22 19:22","8/16/21 17:48","7/14/22 19:32","8/16/21 18:05",1,1,1,1,5.689,5.689,6.621,1,"nothing out of the ordinary. pretty standard, just focusing on the questions, felt nothing out of the norm for me","no",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,4,6,7,1,-0.353348362256726,"0",4,2,4,4,0,3,NA,2,1,1,1,16,0,0,0,0,0,0,2,2,4,4,16,6,6,22,-0.45135851406923,1,1,1,1,1,0,0,0,1,0,6,0.246659992950583,-1,0.311867082220029,-2,-0.307641123435552,0,0.201122332319553,-2,-0.725591206313718,0,0.237596394521671,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,1,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"439","A1C5SQZ045W0L5","con1",2053,3002,2,2,6,2,3,2,5,7,1,NA,NA,2,3,4,2,1,3,4,1,3,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,3,4,2,1,3,4,4,4,1,3,1,2,6,7,4,9,3,8,10,1,5,2,13,1,4,4,2,4,1,4,4,4,3,3,5,3,3,3,5,6,2,93.057,92.15,116.687,91.269,60.701,87.62,78.317,63.326,36.391,4,18.403,150.27,180.029,7,1,1,1,1,1,1,0,NA,NA,NA,6,50,7,7,7,4,7,8,6,30,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,13905,0,6,5,NA,3,"",NA,1,NA,NA,NA,1,"","Chrome","92.0.4515.131","Windows NT 6.1","1366x768","7/14/22 18:59","8/16/21 17:56","7/14/22 19:33","8/16/21 18:46",1,1,1,1,38.898,38.898,57.85,1,"While completing this study, I was thinking about the topics which I found most interesting. I took the time to deeply think about the topics which I was interested in or not so much. I found this study thought provoking. ","none",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78701541949125,"0",5,NA,NA,5,1,3,NA,1,1,1,1,25,0,0,0,0,0,1,4,4,3,3,25,7,7,32,1.22617518298479,1,1,1,1,1,1,0,0,0,0,6,0.246659992950583,-2,-0.448133329856708,-2,-0.307641123435552,-2,-1.22119376944356,-1,-0.0914315251897739,-2,-1.36914922343113,-3,-0.901639166988617,-3,-0.77305536454377,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,0,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,0,0
"440","AT6LDQNLKTUSE","lib2",1046,1397,6,2,5,3,2,3,4,7,1,NA,NA,4,3,2,2,1,4,4,2,2,4,2,2,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,3,3,4,3,3,2,2,3,2,8,1,NA,4,7,5,6,9,3,2,2,2,3,1,4,2,4,4,4,5,3,5,3,3,4,4,6,2,36.624,35.866,23.653,22.945,69.738,77.098,11.113,285.315,22.084,4,10.598,145.178,180.007,9,1,1,1,1,0,1,0,1,NA,NA,7,70,11,11,10,1,2,11,10,39,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,34951,0,2,2,NA,1,"",1,NA,NA,NA,NA,1,"No.","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","7/14/22 19:20","8/16/21 20:15","7/14/22 19:37","8/16/21 20:38",1,1,1,1,2.382,2.382,3.291,1,"I was thinking mostly that an upward or downward trend on a graph does not necessarily mean a large increase or decrease.","No.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,7,1,5,3,4,0.010055792819929,"0",2,NA,NA,2,-1,1,1,NA,-1,1,1,24,0,0,0,0,1,1,4,4,2,2,25,6,6,31,1.05842181327939,1,1,1,1,0,1,0,1,0,0,6,0.246659992950583,-2,-0.448133329856708,-1,0.554710419458922,-1,-0.510035718562005,-2,-0.725591206313718,-1,-0.565776414454729,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"441","A183WYXN12P2TJ","lib2",2488,4663,6,3,6,3,2,4,4,7,1,NA,NA,3,2,2,2,1,3,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,1,1,2,3,2,2,2,2,6,7,5,8,1,10,2,9,3,4,2,2,3,3,1,3,3,4,3,2,4,3,5,3,3,5,4,6,2,659.258,311.198,6.301,23.737,7.834,14.131,10.051,14.001,8.459,4,2.571,168.971,180.023,11,1,1,1,1,1,1,1,0,1,NA,5,58,9,9,11,3,7,11,6,39,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,18104,2,8,2,NA,1,"",2,NA,NA,NA,NA,1,"","Firefox","91","Windows NT 10.0","1920x1080","7/14/22 19:02","8/16/21 17:38","7/14/22 19:44","8/16/21 18:56",1,1,1,1,2.017,2.404,244.667,2,"This survey was quite interesting. I answered everything honestly and I did not have any problems completing the tasks.","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,1.12264346080408,"0",2,NA,NA,2,-1,1,2,NA,-1,1,1,20,0,0,0,1,1,1,5,5,3,3,22,8,8,30,0.890668443573984,1,1,1,1,1,1,1,0,1,0,8,1.49840182633532,-1,0.311867082220029,-2,-0.307641123435552,-1,-0.510035718562005,-2,-0.725591206313718,0,0.237596394521671,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
"442","AFVY38VJYS1ET","lib2",1316,1576,2,2,7,1,1,3,4,7,1,NA,7,2,2,1,1,1,2,2,2,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,4,3,2,4,2,4,3,2,3,5,1,2,10,6,9,4,11,8,3,2,4,2,4,2,2,3,4,3,2,3,4,6,2,2,4,4,6,2,121.906,89.047,38.679,88.665,101.821,82.519,55.569,42.409,46.921,4,14.472,141.149,180.028,6,1,1,1,1,0,0,NA,NA,NA,NA,9,39,10,6,8,6,6,6,5,39,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,48224,2,6,4,1,3,"",NA,2,NA,NA,NA,1,"","Firefox","91","Windows NT 10.0","1366x768","7/14/22 19:27","8/16/21 17:29","7/14/22 19:49","8/16/21 17:55",1,1,1,1,5.578,5.578,6.878,1,"I felt neutral, I just did my task the most efficiently as possible. ","No",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,5,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.218376646048585,"0",4,1,4.5,4.5,1,3,NA,2,-1,3,2,19,1,0,0,0,1,1,5,5,3,3,21,8,8,29,0.722915073868582,1,1,1,1,0,0,0,0,0,0,4,-1.00508184043415,-2,-0.448133329856708,-3,-1.16999266633002,-3,-1.93235182032512,-3,-1.35975088743766,-1,-0.565776414454729,-3,-0.901639166988617,-3,-0.77305536454377,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,0,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,0
"443","A397HP5TSIF2LO","lib2",974,1070,2,2,6,3,3,3,5,4,2,NA,NA,2,3,3,2,1,2,4,2,3,4,2,2,0,1,1,1,0,0,0,0,2,0,2,1,0,0,1,0,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,3,2,3,2,3,3,4,3,2,3,2,2,4,1,2,NA,5,8,6,7,NA,3,14,2,2,4,1,3,2,4,2,3,3,3,5,4,3,4,4,5,3,33.179,30.243,17.957,23.087,17.775,18.901,16.019,19.377,21.202,4,15.501,170.448,180.054,7,1,1,1,1,1,1,0,NA,NA,NA,5,59,10,9,8,1,3,11,6,55,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,80022,0,5,2,NA,1,"",2,NA,NA,NA,NA,1,"No issues.","Chrome","92.0.4515.131","Windows NT 10.0","1600x900","7/14/22 19:37","8/16/21 17:29","7/14/22 19:53","8/16/21 17:46",1,1,1,1,5.672,5.672,7.716,1,"The questions about COVID were difficult to answer because it seems like it has been going on forever and it was hard to think back and separate my activities from the last year from the last 2 1/2 years.  Social media questions reminded me that I haven't been too active in sharing content for several months and I really don't think that it has made much difference in my overall happiness.","Thanks, and good luck with your research.",1,NA,NA,NA,5,7,3,4,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0454964347077126,"0",2,NA,NA,2,-1,1,2,NA,-1,1,1,19,0,0,1,0,0,1,4,4,2,2,20,6,6,26,0.219654964752377,1,1,1,1,1,1,0,0,0,0,6,0.246659992950583,-2,-0.448133329856708,-2,-0.307641123435552,-1,-0.510035718562005,-1,-0.0914315251897739,-1,-0.565776414454729,0,2.05464440477406,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,0,0,0,1,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,0,0
"444","AKDZG54PT6YZ4","lib2",576,790,3,2,5,3,2,4,4,6,2,NA,10,3,3,2,3,1,3,3,3,3,3,3,3,0,5,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,3,3,3,3,3,2,1,3,11,4,5,6,7,8,9,2,13,2,2,2,2,2,2,2,2,2,3,3,5,3,3,4,4,6,3,76.47,4.137,5.262,23.115,74.331,4.587,3.798,4.361,8.801,4,14.931,49.984,180.082,12,1,1,1,1,1,0,0,0,0,0,5,51,11,11,11,2,4,11,8,28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,5,94015,1,4,3,NA,1,"",2,NA,NA,NA,NA,1,"","Firefox","91","Windows NT 10.0","1536x864","7/14/22 19:44","8/16/21 17:07","7/14/22 19:53","8/16/21 17:20",1,1,1,1,2.891,3.849,4.529,2,"I was just thinking about the questions being asked and reflecting on my opinion.","",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,7,4,6,2,NA,NA,NA,NA,NA,NA,NA,-0.352576803541065,"0",3,NA,NA,3,-1,1,2,NA,-1,5,9,18,0,1,1,0,0,1,3,3,1,1,20,4,4,24,-0.115851774658427,1,1,1,1,1,0,0,0,0,0,5,-0.379210923741784,-2,-0.448133329856708,-1,0.554710419458922,-1,-0.510035718562005,-2,-0.725591206313718,0,0.237596394521671,-2,0.083788690265609,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,1
"445","A3CFNUD7VR2E1E","con1",840,1270,2,3,5,3,2,4,4,6,2,NA,3,3,3,3,3,3,2,4,2,2,4,2,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,3,2,3,2,2,3,3,3,2,2,2,2,11,10,1,8,9,2,4,5,7,6,12,1,3,3,3,3,2,3,2,4,2,3,5,3,3,4,4,6,2,51.418,19.694,24.642,16.694,21.583,16.981,13.391,22.967,35.421,4,18.974,161.38,180.038,16,1,1,1,0,0,0,0,0,NA,NA,3,31,5,4,8,6,4,6,5,35,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,42101,2,8,6,NA,2,"",1,NA,NA,NA,NA,1,"no","Chrome","91.0.4472.167","CrOS x86_64 13904.97.0","1366x768","7/14/22 19:41","8/16/21 17:32","7/14/22 19:55","8/16/21 17:53",1,1,1,1,9.165,32.566,34.125,2,"I was concentrating on the questions","no",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,5,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148885302606379,"0",6,NA,NA,6,1,2,1,NA,1,3,1,17,1,0,0,0,0,1,2,2,11,11,18,13,13,31,1.05842181327939,1,1,1,0,0,0,0,0,0,0,3,-1.63095275712652,-1,0.311867082220029,-1,0.554710419458922,-1,-0.510035718562005,-2,-0.725591206313718,0,0.237596394521671,-2,0.083788690265609,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,0,1
"446","A2BICWCPAW5N7O","lib2",1537,1550,2,2,5,5,5,5,5,5,2,NA,NA,4,2,3,4,4,2,3,2,2,4,4,2,3,0,0,0,0,0,0,0,0,20,0,10,0,1,0,2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,2,1,1,2,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,4,4,1,4,4,3,3,3,5,5,5,5,5,5,3,49.335,119.915,45.685,31.744,45.352,47.211,92.552,29.12,43.001,4,0.454,176.774,180.214,81,0,0,0,0,1,0,0,NA,0,0,2,30,9,11,11,9,8,9,4,65,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,63188,0,3,1,NA,1,"",1,NA,NA,NA,NA,1,"Yes.

In the math problem, many of the images did not open.

I had to guess the answers to move on with the survey.","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","7/14/22 19:30","8/16/21 18:53","7/14/22 19:56","8/16/21 19:19",1,1,1,1,47.347,48.299,49.344,2,"I was thinking about how information derived from this survey was going to be used.

The questions were different in scope and comprised a great deal of information on various topics, and I wonder how the results of the research were going to be assimilated into one theory.","No.",1,NA,NA,NA,4,5,1,2,6,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388891122209818,"0",1,NA,NA,1,-1,1,1,NA,-1,3,2,15,0,0,0,1,1,0,NA,0,NA,0,17,0,0,17,-1.29012536259624,0,0,0,0,1,0,0,0,0,0,1,-2.88269459051125,-2,-0.448133329856708,-1,0.554710419458922,1,0.912280383201111,1,1.17688783705811,1,1.04096920349807,-1,1.06921654751983,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,1,0.801729995015952,1,0.94534758274061,0,-0.170805777263717,0,-0.226220651346378,1,0,0,1,1,1,0,0,1,1,0.547684609021545,2,1.09279497745781,0,0,0,0
"447","A20SXG1DHDIDI7","con1",796,1005,5,3,5,5,3,3,5,6,2,NA,8,4,3,2,1,2,2,4,1,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,2,3,3,1,1,2,2,4,2,3,1,9,7,4,10,11,6,5,2,2,1,3,2,3,1,2,2,4,5,5,5,3,3,5,3,5,3,38.191,45.029,17.866,35.018,35.042,43.176,25.295,12.667,15.747,4,38.345,161.426,180.129,7,1,1,1,1,1,1,0,NA,NA,NA,4,30,11,11,10,9,6,6,6,48,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,19946,1,9,4,2,3,"",NA,2,NA,NA,NA,1,"none","Firefox","91","Windows NT 10.0","1536x864","7/14/22 19:43","8/16/21 17:06","7/14/22 19:56","8/16/21 17:23",1,1,1,1,8.154,8.154,9.226,1,"Rather insecure regarding the graph estimations.  Other than that, the questions were rather simple to answer.","nothing but thanks for asking",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,5,1,7,3,-0.182833886095493,"0",4,2,4,4,0,3,NA,2,1,3,1,17,1,0,0,0,1,1,2,2,2,2,19,4,4,23,-0.283605144363828,1,1,1,1,1,1,0,0,0,0,6,0.246659992950583,-1,0.311867082220029,-1,0.554710419458922,1,0.912280383201111,-1,-0.0914315251897739,-1,-0.565776414454729,-2,0.083788690265609,-2,0.0650667841900569,1,0,-0.335962011131714,0,-0.252688492032209,1,0.675428387077993,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,1,0,0,1,0,0,0,0,1,0,-0.566215291281673,1,0.173351613842453,0,0,0,1
"448","A16KIS81ZPTTKL","lib2",581,689,6,2,6,3,2,4,4,7,2,NA,6,2,2,2,2,2,2,3,1,2,3,4,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,3,4,3,3,4,4,1,2,2,1,5,3,4,8,7,9,10,1,2,11,13,1,4,3,3,2,1,1,2,3,4,3,5,4,3,4,4,6,3,23.725,18.072,3.781,12.017,28.216,4.545,9.036,8.192,4.831,4,0.479,178.57,180.028,62,0,1,1,1,0,1,1,0,0,0,2,31,10,9,9,1,3,11,3,40,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,75965,4,8,2,NA,1,"",1,NA,NA,NA,NA,1,"","Opera","64.2.3282.60128","Linux","376x800","7/14/22 19:48","8/16/21 17:18","7/14/22 19:57","8/16/21 17:29",1,1,1,1,1.35,9.776,10.49,9,"I was thoughtful and enjoyed the study.","No.",1,NA,NA,NA,7,2,4,5,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.348719009962756,"0",2,NA,NA,2,-1,1,1,NA,-1,1,1,16,0,0,0,0,0,0,5,5,3,3,16,8,8,24,-0.115851774658427,0,1,1,1,0,1,1,0,0,0,5,-0.379210923741784,-2,-0.448133329856708,-2,-0.307641123435552,-1,-0.510035718562005,-2,-0.725591206313718,0,0.237596394521671,-3,-0.901639166988617,-2,0.0650667841900569,0,0,-0.335962011131714,0,-0.252688492032209,0,-0.580264937352228,0,-0.508650450010121,0,-0.554456060258422,0,-0.170805777263717,0,-0.226220651346378,0,0,0,0,0,1,0,0,0,0,-0.566215291281673,0,-0.746091749772908,0,0,1,0
